"class"	"text"
0	#TrumpPresident México es grande con Trump o sin Trump, debemos defender a los migrantes con menos palabras y más hechos.
1	#TvMexNoticias Este viernes llegaron miles de soldados estadunidenses a la frontera con México en un intento para frenar el avance de la caravana migrante que pretende cruzar a Estados Unidos https://t.co/Xa0AplZOGk
1	#ÚLTIMAHORA   Agentes de la policía municipal de Tijuana detuvieron a un guatemalteco recién llegado en la pasada #CaravanaMigrante como responsable de haber colgado una manta con amenazas al presidente Andrés Manuel López Obrador de parte del CAF https://t.co/gtO31eqcwb
1	#UltimaHora | Migrantes centroamericanos irrumpen frontera con #Mexico   @teleSURtv @FoxNews @CNNEE @ActualidadRT @UNEN_Nacional @VivaNicaragua13 https://t.co/jqh4N9hg7F
0	#ÚltimaHora || Luego que el Presidente de la República sancionó las reformas a la Ley de la Carrera Judicial, los Jueces se pronuncian calificando las mismas como ilegales y violadoras de derechos humanos de la población y miembros de la judicatura.  Vía: @MaribelJovel
1	#UltimasNoticias #Alerta #Coahuila  Invaden mas 18 mil Haitianos  y Africanos  a #CiudadAcuña en búsqueda de asilo político y humanitario en #usa???? . Advierte alcalde de #PiedrasNegras problemas sanitarios y de seguridad generados por migrantes . https://t.co/uwrY9cFary
1	#UnDiaSinInmigrantes  delincuentes indocumentados? Seriedad Mr. @realDonaldTrump deje de fumar hierba chafa! @galvanochoa @julioastillero
0	#UnDiaSinInmigrantes todos en algún punto somos migrantes, hasta en nuestra propia tierra
1	#URGENTE‼️ Migrantes se reagrupan, dejan peticiones de asilo, se enfilan a Tapachula y ya son unos 5 mil https://t.co/ogkFRRFd8v
1	#VibroContraPeña #VibraMexico en año pre electoral y toda la clase política preocupada por los migrantes repatriados a la patria q los negó
0	#Video El presidente @lopezobrador_ afirmó que los atropellos en la frontera sur contra los migrantes y la disolución de caravanas  es  porque los tenemos que cuidar  de los grupos de la delincuencia del norte.  En el sur no hay delincuencia organizada como en el norte , dijo. https://t.co/u3DdviOmAZ
0	#Video| Gael García en los #Oscars : Como mexicano, como migrante, me opongo a que un muro nos separe https://t.co/Zei1XXpVwq
1	$5,500 mensuales a los inmigrantes centroamericanos de nuestros impuestos, mientras desaparecen la Policía Federal, el NAIM, hospitales, estancias infantiles y un largo etcétera.  Chinguen a su madre esos 30 millones de ingenuos.
0	&amp; Rev. Gumbel’s ongoing advocacy for refugees &amp; asylum seekers in the UK https://t.co/WgTzbKgCq5 influenced Youngkin’s decision to ditch Trump immigration talking points https://t.co/zRllB33PSI  In any case, avoiding anti-immigrant rhetoric clearly didn’t hurt him w/ evangelicals
0	(#Audio) Entrega @MiguelMarquezM certificados de primaria y secundaria a migrantes guanajuatenses / @MigranteGto https://t.co/a1wQSWlJE6
0	(...) porque nuestros migrantes mexicanos fueron muy insultados en la campaña: @Mzavalagc a @ezshabot
0	(Actualización) #caravanamigrantes2021 así fueron trasladados los últimos integrantes de la caravana que se mantenían en Vado Hondo, Guatemala. https://t.co/BZHFFbn1MM
1	*La migración irregular debe ser ordenada y controlada para evitar los impactos negativos. *Se deben garantizar los derechos de los migrantes, pero no al margen de la ley. *Tijuana y las zonas fronterizas del país necesitan el apoyo del Gobierno Federal.
0	... los cubanos, y esperando todavía ... https://t.co/J16cWoRsbp
1	... muy fuerte y con gran creación de empleos, están muy reacios a compartir esa bonanza con inmigrantes de los países pobres al sur de su frontera. México, al ser el vecino más cercano tiene que pagar los platos rotos.
1	... O El manual mexicano de las buenas costumbres contra las bestias de la caravana migrante #CaravanaMigrante #caravanahondureña #noalacaravanamigrante
1	...pero cuando la gente de la “caravana” se quede en México y sean los nuevos “soldados” del narco entenderemos a Trump
0	...ustedes son muy jóvenes, pero orita que andamos con eso de que si en méxico queremos a los migrantes o no, me acuerdo de esos días en los que en el país había muros pintados con la leyenda: haz patria, mata un chilango... 🤔
0	.@amnesty acusa a #Italia de maltratar a migrantes  https://t.co/To4XWgA7QU
0	.@EnriqueOchoaR a @ezshabot: he tenido encuentros con migrantes que han venido a EEUU por cuestiones de trabajo, académicas o empresariales
0	.@jbadiputado a @juanmapregunta: nos parece que acciones fueron muy lentas, ante agravios que ha hecho @POTUS contra migrantes
0	.@LeonKrauze a @juanmapregunta: este país fue fundado con y para migrantes, hoy se decide construir un muro
0	.@LeonKrauze a @juanmapregunta: participaré en encuentro en #Phoenix en donde vamos a escuchar a migrantes, que compartan sus historias(...)
0	.@SEDESOL_mx destina recursos para encarar flujo extraordinario de #migrantes  https://t.co/WqDtUr7BG4
0	.@SHCP podría promover un esquema fiscal para repatriación de migrantes adicional a lo ya anunciado https://t.co/PLEUpEIwJx
0	?? EL comercio bilateral con EU, principal socio de México, llegó a 537 mil mdd en 2020, mientras que con Cuba, el comercio bilateral alcanzó 260 mdd. O SÉASE que el comercio de México con Cuba apenas si alcanza el 0.05% de lo que representa EU. Y AMLO defiende a los cubanos!Mak
0	??? No estoy poniendo denuncia, estoy opinando. Me entendieron? Cuándo dañamos un bien de la nación pagamos. Las vandalizadoras dañan monumentos,atacan a la policía y no pasa nada.
0	????? Esta tarde se realiza en la CDMX la Marcha Zombie ????? Al público asistente se le pidieron víveres y ayuda para los migrantes centroamericanos ??  @889Noticias https://t.co/eJynZIUMSc
1	??????? La 4T viendo por el bienestar de los guatemaltecos y no por el de todos sus trabajadores mexicanos!!
0	???????? no puedo esperar a ver el traje negro al estilo del nuevo traje para el juego
0	??????????  Los derechosos EXIGIENDO que AMLO se pronuncie sobre pedos extranjeros.  N-O M-A-M-E-N  ??????????
0	??LO ÚLTIMO INM confirma que se disuelve caravana migrante de Tapachula: otorgará documentos de residencia temporal  https://t.co/34sWAqkhFn
0	??Más que una crisis migratoria esto está ahora fuera de control es un caos la realidad de lo que sucede en la frontera México y Estados Unidos, por la frontera de Acuña, Coahuila y Del Rio, Texas.  Video: ????@pedroultrerastv  #caosfronterizo #vidamigrantes #acuña #delriotx #tx https://t.co/Y3EteviXMV
1	@_Albrt_869_ @EPN @INAMI_mx No estoy en desacuerdo y nunca he sido migrante ilegal ni tengo familiares ilegales en ningun país, mi desacuerdo es con los ilegales, los que tramiten sus papeles bienvenidos sean; pero lo que va a estar difícil es darles chamba y eso si es un problema aún para un mexicano aquí
1	@_Luis_gh Que ingresen en orden y de acuerdo a leyes y ordenanzas para ingreso d extranjeros a México y no con violencia a la fuerza usando a mujeres y niños. Si como te gusta el caos entonces que desaparezcan las fronteras y que entre cualquiera #CaravanaMigrantes
1	@_Miranda69_ @fernandovich3 @EPN @fox @fecal @amlo Ahora las migraciones invasoras tiene otro sentido y están perjudicando a los habitantes de Tijuana,Chiapas y por donde pasan , no es el momento de recibir a los pobres  de otro país.
1	@_pilimili @AntonioAttolini @zoerobledo @Tu_IMSS Para eso vienen los brujos cubanos
0	@15cmtedoy Cuantas quiere? Color o blanco y negro? Las quiere en doble cara? Engargolado no va a necesitar?
1	@554021tony0086G La caravana migrante se enfrenta a los federales
0	@7Adrix @DavidVargasA18 @lopezobrador_ Dra Ana Ceci ,deje de grillar a los médicos cubanos, que hable la capacidad de ellos y no la xenofobia de usted, los avances en la ciencia médica en el mundo, se han dado por la colaboración de mucho países y sol
0	@7Adrix @ReporterosMX_ @DraAnaCeci @lopezobrador_ Dra Ana Ceci ,deje de grillar a los médicos cubanos, que hable la capacidad de ellos y no la xenofobia de usted, los avances en la ciencia médica en el mundo, se han dado por la colaboración de mucho pa
0	@7luismc @BadmintonGuate Yo lo comparto con la idea de apoyar al deporte chapin, no solo en JJOO si o que siempre que se pueda.   Lástima que estamos en el lío de pandemia y no puede entrar publico.
0	@83Bianconeri @EricRenteria12 Antes de que lo agarrara la migra otra vez ????
1	@889Noticias solo atención psicologica recibe después de que le destrosan la vida, ahhh es que están atendiendo a migrantes, donando millones de dolares a otros países en crisis, que poco comprensible me vi, mil perdones
0	@8tamente Tienen aceite de ricino que es alucinógeno XD, sólo una vez lo puedes probar. Es africana, no tiene enemigos naturales y por eso es tan invasiva.
1	@A10G01C19S88 @thebaconismygod @gchristy65 @pablo_majluf No todos tenemos ese privilegio. Por eso hice lleve al extremo una analogía. Prefiero, mil veces, si me dieran a escoger, ser un toro de lidia que un migrante haitiano o un niño de la calle. Pero 
1	@ABarbOficial Que ingresen en orden y de acuerdo a leyes y ordenanzas para ingreso d extranjeros a México y no con violencia a la fuerza usando a mujeres y niños. Si como te gusta el caos entonces que desaparezcan las fronteras y que entre cualquiera #CaravanaMigrantes
1	@abernales Parásito,  ya estas pareciendo un venezolano HDSPM
1	@ABN58 @ChapoRomo @Samvalor @r_rbc @FMLalo @elhectorobregon @hilarioolea @MesaCancun Pues sí, el verdadero problema es para las entidades fronterizas con EEUU que tendrán que dar toda la atención (alimentos, servicios de salud, educación y empleo) a los migrantes que esperarán la decisión de si pasan o no a los EEUU. Gran problema para Sonora.
1	@abogadodemaria @vicentegtz @El_Universal_Mx Sabias palabras de un Estadista Todo migrante o refugiado tiene derechos, pero también la responsabilidad de acatar las leyes y reglamentos de los países que los acogen: @EPN https://t.co/ua3JVroFAA
0	@abogadolpa Es importante que tomen en cuenta la excelente labor de varios guatemaltecos que luchan contracorriente..
0	@abogadolpa Se jodieron los hondureño
1	@abrahamendieta ¡Cálmate  güedejo” andamos viendo sobre el status migratorio de extranjeros metiches y ??terroristas????!
1	@abrahamendieta De ese nivel, algunos extranjeros que se dicen Mexicanos Es asqueroso su patriotismo, si alguien nos invade estas lacras, habren las fronteras Son entreguistas y cobardes
1	@absalon78 Cual logro? Recuerdas la declaracion de amlo donde dice que dará refugio y trabajo a todos los inmigrantes, osea en vez de pasar a EU se van a quedar acá, Punto para Trump logro lo que quería y si no se cumple con papel en mano aplicará los aranceles a México.
0	@acastagne @BlauerMond19 Ilógico un seguro de desempleo se otorga cuando el trabajador ha perdido por renuncia o liquidación su fuente laboral, los migrantes no pueden tener este seguro puesto que no han tenido trabajo
1	@AccionNacional No va a haber gobierno va a ser un desmadre el nuevo presidente andres manuel López OBRADOR esta loco solo gobierna de ocurrencias no sabe que lo migrantes no pueden votar pero si tragan, y no hay congreso que gobierne para los mexicanos solo perros fieles a un orate,ni comoHacer
0	@acer7206 @juncalssolano @HLGatell Dra Ana Ceci ,deje de grillar a los médicos cubanos, que hable la capacidad de ellos y no la xenofobia de usted, los avances en la ciencia médica en el mundo, se han dado por la colaboración de mucho países y solo as
1	@adan_augusto SR SRIO. Nuestra Constitución prohíbe q extranjeros interfieran en asuntos d Mexico. Un italiano y un cubano fueron metidos x el prianprd a la Cámara. Eso es traicion a la patria y deben ser castigados. APLIQUE LA LEY!
0	@ADANAUGUSTO ?? MIGRANTES EN TENOSIQUE. @CIDH @CedhTabasco  #ElizabethOdioBenito Basta de usar a los migrantes como mercancía y ignorarlo. Quien omite se hace cómplice. Queremos que se intervenga. Tapachula no es el único caso grave en la frontera su
1	@Adela_Micha Mexico debe exigir a USA que ponga oficinas de migración en la frontera sur de MEXICO para evitarles el viaje a migrantes a través de MEXICO y que no se queden en nuestro país , que los retengan desde la frontera
1	@Adela_Micha No confundas Dámela Mucha, NO es Contundente es Contener a los migrantes dándoles empleo y ayuda. El abue se volvió a bajar los choninos.
0	@adiazbojorges @LeonKrauze @abogadodemaria @m_ebrard Hola ¿Me juras que el #G20Summit es una estupidez de evento? Además Obrador iría a saludar a su nuevo patrón y a recibir nuevas órdenes que como (mal) tratar a los migrantes
1	@adn40 @Amsalazar @AgustinBarriosG Mexico debería exigir a USA que ponga oficinas de migración en la frontera sur de MEXICO para evitarles el viaje a migrantes a través de MEXICO y que no se queden en nuestro país , que los retengan desde la frontera
1	@adn40 @lopezobrador_ @AlejandroBrofft Mexico debe exigir a USA que ponga oficinas de migración en la frontera sur de MEXICO para evitarles el viaje a migrantes a través de MEXICO y que no se queden en nuestro país , que los retengan desde la frontera
1	@adn40 @lopezobrador_ @Amsalazar @AgustinBarriosG Mexico debería exigir a USA que ponga oficinas de migración en la frontera sur de MEXICO para evitarles el viaje a migrantes a través de MEXICO y que no se queden en nuestro país , que los retengan desde la frontera
1	@adn40 @lopezobrador_ @IrvingPineda @AlejandroBrofft Mexico debe exigir a USA que ponga oficinas de migración en la frontera sur de MEXICO para evitarles el viaje a migrantes a través de MEXICO y que no se queden en nuestro país , que los retengan desde la frontera
1	@adn40 d) Riesgosa La politica del gobno mexicano.Un abuso de los extranjeros, migrantes que se regresaron y van de nuevo. Me gustaría que un mexicano viajar a Honduras sin papeles a ver si nos dejan pasar. En redes animan a pasar por México dicen  Los mexicanos son pendejos 
0	@adn40 Yo ni fumo... pero ya iniciará el mercado negro controlado por ....
1	@ADNPolitico @NTelevisa_com @AristeguiOnline @Pajaropolitico No estoy en contra de los migrantes, pero no obstante de exigir transporte, ahora exigen comida, esa comida que hace falta para los hermanos nayaritas.  Y las autoridades bien gracias. https://t.co/Rh7UJhrAx8
0	@Adry1BC @Ale3909 Y la inútil mayor no la contas? La viuda negra?
1	@afragola53 @kenialopezr @LORENT_SALEH Si muy bien Presidente por cierto y si no comulgas con mi país no opines llévate a ese maldito terrorista .. ahora resulta que un extranjero va a decirnos cómo debemos de gobernarnos en el senado que Nosotros pagamos de nuestros impuestos
0	@Aftasher Que tiene abajo el Game Cube negro?
0	@agusantonetti pobres cubanos cuando uno cree que no se puede estar peor. Ahora a preocuparnos nosotros que esa es la escuela de los morenacos
1	@agustingc2012 Urge detener, a los traficantes de indocumentados! Lamentable.
1	@agustinosuna50 Les hicieron la faena y se los  chingaron cabrón .. eso de comprarle a sus agricultores y dejar de este lado a tantísimo migrante va a causar estragos .. pero el lunes ( si no es que hoy mismo ) va a cantar victoria ... y le van a creer ! ... estamos jodidos
0	@AH_anhil @pmigoya La lana para los migrantes sale de un fideicomiso que creó @FelipeCalderon en el 2011, y que por Primera vez llega a su verdadero destino. La ignorancia es un Cáncer
0	@ahaasp @majourzua Vivo en la frontera con USA y no se que esperan los migrantes , porque aquí con la pandemia y el crimen organizado la ciudad esta hecha trizas !! Y claro que no los van a dejar cruzar si no están dejando pasar a ningún mexicano aún 
0	@ajcaleca Lamentablemente, lo que no se consigue abiertamente, se consigue en el mercado negro. Prohibir la venta de armas no va a resolver este problema.
0	@AkariAquino Decir negro no es racismo, es un color.
1	@akhusharmuta Habia que poner orden y que se registren migrantes al entar al territorio nacional, ilógico que pasaran sin un solo registro.  Que bueno que se llegó a un acuerdo. Me preocupa mucho que México este recibiendo de 🇺🇸personas de otro país
